aluno,materia,turma,serie_num,n1_norm,n2_norm,n3_norm,n4_norm,media_pond_norm,media_geral_aluno,slope_notas,variancia_notas,serie_num_norm,pct_materias_ok,media_turma_norm,status_encoded,status_label
Leandro Araújo,Inglês,6º Fundamental,6,0.47,0.77,0.73,0.83,0.718,0.5805,0.312,0.275,0.0,0.3846,0.596,2,Aprovado
Leandro Araújo,Matemática,6º Fundamental,6,0.74,0.91,0.47,0.93,0.772,0.5805,0.039,0.3686,0.0,0.3846,0.6087,2,Aprovado
Leandro Araújo,Português,6º Fundamental,6,0.9,0.51,0.71,0.47,0.626,0.5805,-0.327,0.3436,0.0,0.3846,0.6029,2,Aprovado
Leandro Araújo,Química,6º Fundamental,6,0.91,0.54,0.5,0.23,0.511,0.5805,-0.624,0.4843,0.0,0.3846,0.5967,1,Recuperação
Leandro Araújo,Sociologia,6º Fundamental,6,0.59,0.87,0.45,0.24,0.52,0.5805,-0.441,0.4577,0.0,0.3846,0.6002,1,Recuperação
Leandro Azevedo,Arte,6º Fundamental,6,0.87,0.62,0.23,0.43,0.5155,0.579,-0.513,0.4727,0.0,0.3846,0.587,1,Recuperação
Leandro Azevedo,Biologia,6º Fundamental,6,0.25,0.85,0.67,0.3,0.52,0.579,-0.009,0.5027,0.0,0.3846,0.5936,1,Recuperação
Leandro Azevedo,Ciências,6º Fundamental,6,0.99,0.53,0.91,0.55,0.723,0.579,-0.282,0.4141,0.0,0.3846,0.5889,2,Aprovado
Leandro Azevedo,Educação Física,6º Fundamental,6,0.88,0.3,0.96,0.32,0.587,0.579,-0.306,0.6128,0.0,0.3846,0.6015,1,Recuperação
Leandro Azevedo,Filosofia,6º Fundamental,6,0.59,0.56,0.24,0.5,0.468,0.579,-0.177,0.2762,0.0,0.3846,0.583,0,Reprovado
Leandro Azevedo,Física,6º Fundamental,6,0.8,0.61,0.37,0.46,0.543,0.579,-0.378,0.3259,0.0,0.3846,0.5865,1,Recuperação
Leandro Azevedo,Geografia,6º Fundamental,6,0.99,0.77,0.71,0.81,0.811,0.579,-0.18,0.2088,0.0,0.3846,0.5968,2,Aprovado
Leandro Azevedo,História,6º Fundamental,6,0.62,0.59,0.82,0.55,0.6415,0.579,0.006,0.2081,0.0,0.3846,0.5977,2,Aprovado
Leandro Azevedo,Inglês,6º Fundamental,6,0.3,0.7,0.53,0.68,0.5715,0.579,0.291,0.3198,0.0,0.3846,0.596,1,Recuperação
Leandro Azevedo,Matemática,6º Fundamental,6,0.47,0.48,0.56,0.73,0.573,0.579,0.258,0.2083,0.0,0.3846,0.6087,1,Recuperação
Leandro Azevedo,Português,6º Fundamental,6,0.23,0.4,0.21,0.23,0.2675,0.579,-0.057,0.1539,0.0,0.3846,0.6029,0,Reprovado
Leandro Azevedo,Química,6º Fundamental,6,0.73,0.98,0.62,0.32,0.642,0.579,-0.477,0.4738,0.0,0.3846,0.5967,2,Aprovado
Leandro Azevedo,Sociologia,6º Fundamental,6,0.95,0.59,0.97,0.28,0.664,0.579,-0.489,0.5691,0.0,0.3846,0.6002,2,Aprovado
Leandro Carvalho,Arte,6º Fundamental,6,0.35,0.74,0.42,0.7,0.57,0.627,0.219,0.3398,0.0,0.6154,0.587,1,Recuperação
Leandro Carvalho,Biologia,6º Fundamental,6,0.81,0.28,0.92,0.37,0.573,0.627,-0.204,0.5493,0.0,0.6154,0.5936,1,Recuperação
Leandro Carvalho,Ciências,6º Fundamental,6,0.73,0.48,0.76,0.47,0.597,0.627,-0.15,0.2709,0.0,0.6154,0.5889,1,Recuperação
Leandro Carvalho,Educação Física,6º Fundamental,6,0.45,0.42,0.42,0.39,0.417,0.627,-0.054,0.0424,0.0,0.6154,0.6015,0,Reprovado
Leandro Carvalho,Filosofia,6º Fundamental,6,0.36,0.28,0.83,0.86,0.6075,0.627,0.615,0.5285,0.0,0.6154,0.583,2,Aprovado
Leandro Carvalho,Física,6º Fundamental,6,0.32,0.85,0.66,0.91,0.7145,0.627,0.474,0.4601,0.0,0.6154,0.5865,2,Aprovado
Leandro Carvalho,Geografia,6º Fundamental,6,0.47,0.71,0.98,0.28,0.6005,0.627,-0.09,0.5248,0.0,0.6154,0.5968,2,Aprovado
Leandro Carvalho,História,6º Fundamental,6,0.2,0.68,0.71,0.21,0.4505,0.627,0.018,0.4905,0.0,0.6154,0.5977,0,Reprovado
Leandro Carvalho,Inglês,6º Fundamental,6,0.22,0.89,0.76,0.85,0.7115,0.627,0.528,0.5394,0.0,0.6154,0.596,2,Aprovado
Leandro Carvalho,Matemática,6º Fundamental,6,0.88,0.68,0.82,0.49,0.698,0.627,-0.309,0.3001,0.0,0.6154,0.6087,2,Aprovado
Leandro Carvalho,Português,6º Fundamental,6,0.86,0.65,0.87,0.97,0.843,0.627,0.165,0.233,0.0,0.6154,0.6029,2,Aprovado
Leandro Carvalho,Química,6º Fundamental,6,0.73,0.81,0.42,0.66,0.6515,0.627,-0.18,0.2914,0.0,0.6154,0.5967,2,Aprovado
Leandro Carvalho,Sociologia,6º Fundamental,6,0.85,0.9,0.93,0.3,0.7175,0.627,-0.486,0.517,0.0,0.6154,0.6002,2,Aprovado
Leandro Rodrigues,Arte,6º Fundamental,6,0.61,0.83,1.0,0.28,0.6635,0.6499,-0.246,0.5383,0.0,0.6923,0.587,2,Aprovado
Leandro Rodrigues,Biologia,6º Fundamental,6,0.35,0.99,0.33,0.55,0.565,0.6499,-0.018,0.5309,0.0,0.6923,0.5936,1,Recuperação
Leandro Rodrigues,Ciências,6º Fundamental,6,0.44,1.0,0.51,0.39,0.5825,0.6499,-0.192,0.4867,0.0,0.6923,0.5889,1,Recuperação
Leandro Rodrigues,Educação Física,6º Fundamental,6,0.47,0.22,0.78,0.38,0.458,0.6499,0.087,0.408,0.0,0.6923,0.6015,0,Reprovado
Leandro Rodrigues,Filosofia,6º Fundamental,6,0.84,0.54,0.38,0.71,0.611,0.6499,-0.165,0.3471,0.0,0.6923,0.583,2,Aprovado
Leandro Rodrigues,Física,6º Fundamental,6,0.68,0.65,0.84,0.52,0.6645,0.6499,-0.087,0.2278,0.0,0.6923,0.5865,2,Aprovado
Leandro Rodrigues,Geografia,6º Fundamental,6,0.91,0.62,0.54,0.46,0.61,0.6499,-0.429,0.3398,0.0,0.6923,0.5968,2,Aprovado
Leandro Rodrigues,História,6º Fundamental,6,0.85,1.0,0.24,0.35,0.585,0.6499,-0.678,0.6436,0.0,0.6923,0.5977,1,Recuperação
Leandro Rodrigues,Inglês,6º Fundamental,6,0.98,0.65,0.74,0.85,0.7985,0.6499,-0.09,0.2468,0.0,0.6923,0.596,2,Aprovado
Leandro Rodrigues,Matemática,6º Fundamental,6,0.83,0.45,0.93,0.81,0.754,0.6499,0.126,0.3637,0.0,0.6923,0.6087,2,Aprovado
Leandro Rodrigues,Português,6º Fundamental,6,0.44,0.54,0.7,0.99,0.695,0.6499,0.543,0.416,0.0,0.6923,0.6029,2,Aprovado
Leandro Rodrigues,Química,6º Fundamental,6,0.96,0.49,0.85,0.52,0.683,0.6499,-0.288,0.408,0.0,0.6923,0.5967,2,Aprovado
Leandro Rodrigues,Sociologia,6º Fundamental,6,0.78,0.88,1.0,0.51,0.779,0.6499,-0.207,0.3615,0.0,0.6923,0.6002,2,Aprovado
Leonardo Gomes,Arte,6º Fundamental,6,0.77,0.37,0.42,0.73,0.5705,0.6027,-0.021,0.3579,0.0,0.5385,0.587,1,Recuperação
Leonardo Gomes,Biologia,6º Fundamental,6,0.74,0.28,0.33,0.96,0.5885,0.6027,0.213,0.5679,0.0,0.5385,0.5936,1,Recuperação
Leonardo Gomes,Ciências,6º Fundamental,6,0.43,0.91,0.23,0.82,0.617,0.6027,0.147,0.557,0.0,0.5385,0.5889,2,Aprovado
Leonardo Gomes,Educação Física,6º Fundamental,6,0.61,0.87,0.37,0.52,0.588,0.6027,-0.231,0.3634,0.0,0.5385,0.6015,1,Recuperação
Leonardo Gomes,Filosofia,6º Fundamental,6,0.69,0.31,0.5,0.28,0.4245,0.6027,-0.312,0.3294,0.0,0.5385,0.583,0,Reprovado
Leonardo Gomes,Física,6º Fundamental,6,0.82,0.38,0.4,0.81,0.602,0.6027,-0.003,0.4253,0.0,0.5385,0.5865,2,Aprovado
Leonardo Gomes,Geografia,6º Fundamental,6,0.62,0.76,0.66,0.83,0.728,0.6027,0.159,0.1652,0.0,0.5385,0.5968,2,Aprovado
Leonardo Gomes,História,6º Fundamental,6,0.23,0.96,0.82,0.84,0.743,0.6027,0.507,0.5673,0.0,0.5385,0.5977,2,Aprovado
Leonardo Gomes,Inglês,6º Fundamental,6,0.9,0.83,0.74,0.85,0.8275,0.6027,-0.072,0.1158,0.0,0.5385,0.596,2,Aprovado
Leonardo Gomes,Matemática,6º Fundamental,6,0.22,0.31,0.66,0.71,0.4995,0.6027,0.546,0.4263,0.0,0.5385,0.6087,0,Reprovado
Leonardo Gomes,Português,6º Fundamental,6,0.58,0.29,0.29,0.36,0.369,0.6027,-0.198,0.2379,0.0,0.5385,0.6029,0,Reprovado
Leonardo Gomes,Química,6º Fundamental,6,0.36,0.65,0.69,0.83,0.656,0.6027,0.435,0.3419,0.0,0.5385,0.5967,2,Aprovado
Leonardo Gomes,Sociologia,6º Fundamental,6,0.56,0.43,0.73,0.73,0.621,0.6027,0.243,0.2523,0.0,0.5385,0.6002,2,Aprovado
Leonardo Moreira,Arte,6º Fundamental,6,0.21,0.7,0.27,0.85,0.5395,0.6223,0.447,0.5471,0.0,0.5385,0.587,1,Recuperação
Leonardo Moreira,Biologia,6º Fundamental,6,0.31,0.65,0.91,0.39,0.569,0.6223,0.15,0.4711,0.0,0.5385,0.5936,1,Recuperação
Leonardo Moreira,Ciências,6º Fundamental,6,0.87,0.63,0.4,0.62,0.6175,0.6223,-0.294,0.3326,0.0,0.5385,0.5889,2,Aprovado
Leonardo Moreira,Educação Física,6º Fundamental,6,0.96,0.26,0.66,0.74,0.644,0.6223,-0.078,0.5063,0.0,0.5385,0.6015,2,Aprovado
Leonardo Moreira,Filosofia,6º Fundamental,6,0.81,0.98,0.51,0.72,0.7505,0.6223,-0.222,0.339,0.0,0.5385,0.583,2,Aprovado
Leonardo Moreira,Física,6º Fundamental,6,0.57,0.7,0.81,0.83,0.7405,0.6223,0.267,0.2071,0.0,0.5385,0.5865,2,Aprovado
Leonardo Moreira,Geografia,6º Fundamental,6,0.21,0.88,0.83,0.29,0.5565,0.6223,0.057,0.6087,0.0,0.5385,0.5968,1,Recuperação
Leonardo Moreira,História,6º Fundamental,6,0.59,0.62,0.49,0.26,0.4735,0.6223,-0.336,0.2825,0.0,0.5385,0.5977,0,Reprovado
Leonardo Moreira,Inglês,6º Fundamental,6,0.28,0.48,0.79,0.49,0.5205,0.6223,0.282,0.3641,0.0,0.5385,0.596,1,Recuperação
Leonardo Moreira,Matemática,6º Fundamental,6,0.68,0.87,0.33,0.88,0.7,0.6223,0.018,0.4452,0.0,0.5385,0.6087,2,Aprovado
Leonardo Moreira,Português,6º Fundamental,6,0.22,0.34,0.88,0.79,0.586,0.6223,0.675,0.565,0.0,0.5385,0.6029,1,Recuperação
Leonardo Moreira,Química,6º Fundamental,6,0.6,0.72,0.76,0.55,0.655,0.6223,-0.033,0.1711,0.0,0.5385,0.5967,2,Aprovado
Leonardo Moreira,Sociologia,6º Fundamental,6,0.66,0.5,0.88,0.87,0.738,0.6223,0.303,0.316,0.0,0.5385,0.6002,2,Aprovado
Leonardo Pereira,Arte,6º Fundamental,6,0.96,0.38,0.95,0.23,0.5935,0.587,-0.486,0.6586,0.0,0.3846,0.587,1,Recuperação
Leonardo Pereira,Biologia,6º Fundamental,6,0.28,0.72,0.24,0.56,0.464,0.587,0.108,0.3975,0.0,0.3846,0.5936,0,Reprovado
Leonardo Pereira,Ciências,6º Fundamental,6,0.56,0.23,0.85,0.41,0.505,0.587,0.051,0.4544,0.0,0.3846,0.5889,1,Recuperação
Leonardo Pereira,Educação Física,6º Fundamental,6,0.5,0.84,0.46,0.42,0.551,0.587,-0.186,0.3339,0.0,0.3846,0.6015,1,Recuperação
Leonardo Pereira,Filosofia,6º Fundamental,6,0.56,0.69,0.41,0.28,0.471,0.587,-0.336,0.3087,0.0,0.3846,0.583,0,Reprovado
Leonardo Pereira,Física,6º Fundamental,6,0.74,0.2,0.99,0.41,0.5685,0.587,-0.06,0.6057,0.0,0.3846,0.5865,1,Recuperação
Leonardo Pereira,Geografia,6º Fundamental,6,0.37,0.88,0.55,0.64,0.6235,0.587,0.144,0.3674,0.0,0.3846,0.5968,2,Aprovado
Leonardo Pereira,História,6º Fundamental,6,0.94,0.53,0.6,0.96,0.7585,0.587,0.039,0.3884,0.0,0.3846,0.5977,2,Aprovado
Leonardo Pereira,Inglês,6º Fundamental,6,0.98,0.52,0.83,0.53,0.6925,0.587,-0.312,0.3946,0.0,0.3846,0.596,2,Aprovado
Leonardo Pereira,Matemática,6º Fundamental,6,0.53,0.63,0.99,0.59,0.688,0.587,0.162,0.3593,0.0,0.3846,0.6087,2,Aprovado
Leonardo Pereira,Português,6º Fundamental,6,0.39,0.71,0.3,0.66,0.5285,0.587,0.12,0.3477,0.0,0.3846,0.6029,1,Recuperação
Leonardo Pereira,Química,6º Fundamental,6,0.65,0.44,0.8,0.72,0.656,0.587,0.171,0.2673,0.0,0.3846,0.5967,2,Aprovado
Leonardo Pereira,Sociologia,6º Fundamental,6,0.21,0.69,0.26,0.84,0.5315,0.587,0.438,0.5417,0.0,0.3846,0.6002,1,Recuperação
Leonardo Rodrigues,Arte,6º Fundamental,6,0.89,0.6,0.83,0.77,0.7665,0.6566,-0.039,0.2165,0.0,0.6923,0.587,2,Aprovado
Leonardo Rodrigues,Biologia,6º Fundamental,6,0.64,0.77,0.79,0.98,0.812,0.6566,0.312,0.2427,0.0,0.6923,0.5936,2,Aprovado
Leonardo Rodrigues,Ciências,6º Fundamental,6,0.79,0.37,0.42,0.37,0.4665,0.6566,-0.363,0.3517,0.0,0.6923,0.5889,0,Reprovado
Leonardo Rodrigues,Educação Física,6º Fundamental,6,0.99,0.59,0.74,0.47,0.6715,0.6566,-0.423,0.3882,0.0,0.6923,0.6015,2,Aprovado
Leonardo Rodrigues,Filosofia,6º Fundamental,6,0.55,0.93,0.71,0.4,0.64,0.6566,-0.201,0.393,0.0,0.6923,0.583,2,Aprovado
Leonardo Rodrigues,Física,6º Fundamental,6,0.41,0.34,0.84,0.42,0.503,0.6566,0.159,0.3946,0.0,0.6923,0.5865,1,Recuperação
Leonardo Rodrigues,Geografia,6º Fundamental,6,0.39,0.68,0.89,0.4,0.5905,0.6566,0.072,0.4174,0.0,0.6923,0.5968,1,Recuperação
Leonardo Rodrigues,História,6º Fundamental,6,0.7,0.85,0.82,0.39,0.6745,0.6566,-0.288,0.3641,0.0,0.6923,0.5977,2,Aprovado
Leonardo Rodrigues,Inglês,6º Fundamental,6,0.83,0.73,0.82,0.96,0.8415,0.6566,0.144,0.164,0.0,0.6923,0.596,2,Aprovado
Leonardo Rodrigues,Matemática,6º Fundamental,6,0.97,0.88,0.86,0.2,0.689,0.6566,-0.699,0.6147,0.0,0.6923,0.6087,2,Aprovado
Leonardo Rodrigues,Português,6º Fundamental,6,0.6,0.53,0.9,0.84,0.7295,0.6566,0.327,0.3119,0.0,0.6923,0.6029,2,Aprovado
Leonardo Rodrigues,Química,6º Fundamental,6,0.63,0.45,0.59,0.9,0.656,0.6566,0.285,0.326,0.0,0.6923,0.5967,2,Aprovado
Leonardo Rodrigues,Sociologia,6º Fundamental,6,0.22,0.57,0.6,0.53,0.4955,0.6566,0.288,0.3043,0.0,0.6923,0.6002,0,Reprovado
Leticia Alves,Arte,6º Fundamental,6,0.74,0.39,0.57,0.92,0.664,0.6462,0.216,0.3936,0.0,0.6923,0.587,2,Aprovado
Leticia Alves,Biologia,6º Fundamental,6,0.38,0.47,0.83,0.32,0.497,0.6462,0.054,0.3957,0.0,0.6923,0.5936,0,Reprovado
Leticia Alves,Ciências,6º Fundamental,6,0.96,0.73,0.9,0.52,0.7555,0.6462,-0.345,0.3419,0.0,0.6923,0.5889,2,Aprovado
Leticia Alves,Educação Física,6º Fundamental,6,0.81,0.51,0.43,0.88,0.661,0.6462,0.039,0.3825,0.0,0.6923,0.6015,2,Aprovado
Leticia Alves,Filosofia,6º Fundamental,6,0.28,0.52,0.76,0.63,0.565,0.6462,0.387,0.3525,0.0,0.6923,0.583,1,Recuperação
Leticia Alves,Física,6º Fundamental,6,0.99,0.77,0.99,0.4,0.758,0.6462,-0.465,0.4822,0.0,0.6923,0.5865,2,Aprovado
Leticia Alves,Geografia,6º Fundamental,6,0.63,0.68,0.58,0.81,0.684,0.6462,0.132,0.1712,0.0,0.6923,0.5968,2,Aprovado
Leticia Alves,História,6º Fundamental,6,0.41,0.99,1.0,0.4,0.6995,0.6462,-0.006,0.5901,0.0,0.6923,0.5977,2,Aprovado
Leticia Alves,Inglês,6º Fundamental,6,0.48,0.31,0.5,0.8,0.5385,0.6462,0.345,0.3528,0.0,0.6923,0.596,1,Recuperação
Leticia Alves,Matemática,6º Fundamental,6,0.76,0.65,0.69,0.92,0.763,0.6462,0.156,0.2062,0.0,0.6923,0.6087,2,Aprovado
Leticia Alves,Português,6º Fundamental,6,0.2,0.25,0.97,0.58,0.519,0.6462,0.558,0.6163,0.0,0.6923,0.6029,1,Recuperação
Leticia Alves,Química,6º Fundamental,6,0.84,0.27,0.5,0.99,0.6575,0.6462,0.204,0.5644,0.0,0.6923,0.5967,2,Aprovado
Leticia Alves,Sociologia,6º Fundamental,6,0.42,0.58,0.94,0.58,0.638,0.6462,0.252,0.3811,0.0,0.6923,0.6002,2,Aprovado
Leticia Nunes,Arte,6º Fundamental,6,0.35,0.44,0.99,0.94,0.7095,0.6547,0.696,0.5746,0.0,0.6923,0.587,2,Aprovado
Leticia Nunes,Biologia,6º Fundamental,6,0.82,0.55,0.23,0.54,0.521,0.6547,-0.348,0.4177,0.0,0.6923,0.5936,1,Recuperação
Leticia Nunes,Ciências,6º Fundamental,6,0.52,0.92,0.87,0.21,0.6145,0.6547,-0.294,0.5746,0.0,0.6923,0.5889,2,Aprovado
Leticia Nunes,Educação Física,6º Fundamental,6,0.59,0.22,0.36,0.75,0.488,0.6547,0.186,0.4087,0.0,0.6923,0.6015,0,Reprovado
Leticia Nunes,Filosofia,6º Fundamental,6,0.89,0.7,0.61,0.86,0.7635,0.6547,-0.054,0.23,0.0,0.6923,0.583,2,Aprovado
Leticia Nunes,Física,6º Fundamental,6,0.27,0.53,0.55,0.64,0.516,0.6547,0.339,0.2755,0.0,0.6923,0.5865,1,Recuperação
Leticia Nunes,Geografia,6º Fundamental,6,0.47,0.66,0.31,0.48,0.4805,0.6547,-0.096,0.2478,0.0,0.6923,0.5968,0,Reprovado
Leticia Nunes,História,6º Fundamental,6,0.88,0.55,0.56,0.98,0.7475,0.6547,0.093,0.3817,0.0,0.6923,0.5977,2,Aprovado
Leticia Nunes,Inglês,6º Fundamental,6,0.97,0.97,0.4,0.82,0.7825,0.6547,-0.306,0.4667,0.0,0.6923,0.596,2,Aprovado
Leticia Nunes,Matemática,6º Fundamental,6,0.8,0.41,0.85,0.86,0.733,0.6547,0.186,0.3723,0.0,0.6923,0.6087,2,Aprovado
Leticia Nunes,Português,6º Fundamental,6,0.29,0.93,0.84,0.52,0.6565,0.6547,0.18,0.5108,0.0,0.6923,0.6029,2,Aprovado
Leticia Nunes,Química,6º Fundamental,6,0.39,0.78,0.75,0.65,0.6555,0.6547,0.225,0.307,0.0,0.6923,0.5967,2,Aprovado
Leticia Nunes,Sociologia,6º Fundamental,6,0.7,0.89,0.76,0.97,0.8435,0.6547,0.204,0.2121,0.0,0.6923,0.6002,2,Aprovado
Leticia Pereira,Arte,6º Fundamental,6,0.77,0.55,0.25,0.95,0.639,0.6016,0.072,0.5223,0.0,0.6154,0.587,2,Aprovado
Leticia Pereira,Biologia,6º Fundamental,6,0.63,0.58,0.55,0.92,0.6845,0.6016,0.252,0.2943,0.0,0.6154,0.5936,2,Aprovado
Leticia Pereira,Ciências,6º Fundamental,6,0.52,0.24,0.82,0.6,0.549,0.6016,0.246,0.4151,0.0,0.6154,0.5889,1,Recuperação
Leticia Pereira,Educação Física,6º Fundamental,6,0.73,0.95,0.41,0.6,0.666,0.6016,-0.279,0.393,0.0,0.6154,0.6015,2,Aprovado
Leticia Pereira,Filosofia,6º Fundamental,6,0.78,0.75,0.45,0.6,0.636,0.6016,-0.252,0.2632,0.0,0.6154,0.583,2,Aprovado
Leticia Pereira,Física,6º Fundamental,6,0.58,0.33,0.46,0.39,0.4305,0.6016,-0.132,0.186,0.0,0.6154,0.5865,0,Reprovado
Leticia Pereira,Geografia,6º Fundamental,6,1.0,0.79,0.56,0.8,0.7775,0.6016,-0.249,0.3116,0.0,0.6154,0.5968,2,Aprovado
Leticia Pereira,História,6º Fundamental,6,0.83,0.42,0.84,0.44,0.613,0.6016,-0.225,0.4053,0.0,0.6154,0.5977,2,Aprovado
Leticia Pereira,Inglês,6º Fundamental,6,0.3,0.75,0.63,0.22,0.471,0.6016,-0.108,0.4419,0.0,0.6154,0.596,0,Reprovado
Leticia Pereira,Matemática,6º Fundamental,6,0.6,0.56,0.25,0.68,0.5265,0.6016,-0.021,0.3263,0.0,0.6154,0.6087,1,Recuperação
Leticia Pereira,Português,6º Fundamental,6,0.49,0.33,0.59,0.44,0.46,0.6016,0.033,0.1873,0.0,0.6154,0.6029,0,Reprovado
Leticia Pereira,Química,6º Fundamental,6,0.92,0.71,0.39,0.59,0.636,0.6016,-0.393,0.3843,0.0,0.6154,0.5967,2,Aprovado
Leticia Pereira,Sociologia,6º Fundamental,6,0.65,0.97,0.85,0.49,0.732,0.6016,-0.18,0.3682,0.0,0.6154,0.6002,2,Aprovado
Lucas Costa,Arte,6º Fundamental,6,0.68,0.56,0.92,0.76,0.734,0.595,0.18,0.2615,0.0,0.4615,0.587,2,Aprovado
Lucas Costa,Biologia,6º Fundamental,6,0.69,0.66,0.42,0.98,0.702,0.595,0.189,0.3973,0.0,0.4615,0.5936,2,Aprovado
Lucas Costa,Ciências,6º Fundamental,6,0.48,0.71,0.54,0.25,0.4835,0.595,-0.258,0.3294,0.0,0.4615,0.5889,0,Reprovado
Lucas Costa,Educação Física,6º Fundamental,6,0.3,0.56,0.73,0.41,0.5055,0.595,0.15,0.3234,0.0,0.4615,0.6015,1,Recuperação
Lucas Costa,Filosofia,6º Fundamental,6,0.87,0.99,0.93,0.6,0.834,0.595,-0.261,0.2981,0.0,0.4615,0.583,2,Aprovado
Lucas Costa,Física,6º Fundamental,6,0.47,0.33,0.58,0.88,0.5855,0.595,0.444,0.4046,0.0,0.4615,0.5865,1,Recuperação
Lucas Costa,Geografia,6º Fundamental,6,0.79,0.49,0.24,0.47,0.4815,0.595,-0.363,0.3907,0.0,0.4615,0.5968,0,Reprovado
Lucas Costa,História,6º Fundamental,6,0.22,0.33,0.42,0.76,0.4595,0.595,0.513,0.4038,0.0,0.4615,0.5977,0,Reprovado
Lucas Costa,Inglês,6º Fundamental,6,0.48,0.34,0.27,0.75,0.4735,0.595,0.222,0.3674,0.0,0.4615,0.596,0,Reprovado
Lucas Costa,Matemática,6º Fundamental,6,0.81,0.56,0.74,0.82,0.733,0.595,0.063,0.2085,0.0,0.4615,0.6087,2,Aprovado
Lucas Costa,Português,6º Fundamental,6,0.85,0.76,0.65,0.71,0.7355,0.595,-0.159,0.1465,0.0,0.4615,0.6029,2,Aprovado
Lucas Costa,Química,6º Fundamental,6,0.99,0.28,0.86,0.78,0.717,0.595,-0.015,0.538,0.0,0.4615,0.5967,2,Aprovado
Lucas Costa,Sociologia,6º Fundamental,6,0.36,0.25,0.35,0.23,0.291,0.595,-0.087,0.1161,0.0,0.4615,0.6002,0,Reprovado
Lucas Lima,Arte,6º Fundamental,6,0.41,0.4,0.84,0.53,0.551,0.6244,0.24,0.3557,0.0,0.7692,0.587,1,Recuperação
Lucas Lima,Biologia,6º Fundamental,6,0.79,0.8,0.73,0.86,0.7985,0.6244,0.042,0.0922,0.0,0.7692,0.5936,2,Aprovado
Lucas Lima,Ciências,6º Fundamental,6,0.53,0.65,0.48,0.79,0.6255,0.6244,0.183,0.2393,0.0,0.7692,0.5889,2,Aprovado
Lucas Lima,Educação Física,6º Fundamental,6,0.78,0.48,0.38,0.78,0.605,0.6244,-0.03,0.3571,0.0,0.7692,0.6015,2,Aprovado
Lucas Lima,Filosofia,6º Fundamental,6,0.58,0.97,0.51,0.6,0.666,0.6244,-0.12,0.3585,0.0,0.7692,0.583,2,Aprovado
Lucas Lima,Física,6º Fundamental,6,0.41,0.8,0.61,0.95,0.7195,0.6244,0.429,0.4056,0.0,0.7692,0.5865,2,Aprovado
Lucas Lima,Geografia,6º Fundamental,6,1.0,0.53,0.57,0.53,0.634,0.6244,-0.411,0.3968,0.0,0.7692,0.5968,2,Aprovado
Lucas Lima,História,6º Fundamental,6,0.66,0.62,0.48,0.74,0.629,0.6244,0.03,0.1884,0.0,0.7692,0.5977,2,Aprovado
Lucas Lima,Inglês,6º Fundamental,6,0.9,0.46,0.26,0.86,0.618,0.6244,-0.096,0.5396,0.0,0.7692,0.596,2,Aprovado
Lucas Lima,Matemática,6º Fundamental,6,0.54,0.63,0.93,0.35,0.603,0.6244,-0.081,0.4187,0.0,0.7692,0.6087,2,Aprovado
Lucas Lima,Português,6º Fundamental,6,0.37,0.63,0.42,0.87,0.5975,0.6244,0.387,0.3951,0.0,0.7692,0.6029,1,Recuperação
Lucas Lima,Química,6º Fundamental,6,0.67,0.31,0.8,0.9,0.6815,0.6244,0.354,0.4465,0.0,0.7692,0.5967,2,Aprovado
Lucas Lima,Sociologia,6º Fundamental,6,0.63,0.22,0.47,0.3,0.3885,0.6244,-0.222,0.3164,0.0,0.7692,0.6002,0,Reprovado
Lucas Souza,Arte,6º Fundamental,6,0.86,0.31,0.56,0.24,0.4615,0.5526,-0.483,0.4865,0.0,0.3077,0.587,0,Reprovado
Lucas Souza,Biologia,6º Fundamental,6,0.76,0.61,0.21,0.91,0.63,0.5526,0.015,0.5214,0.0,0.3077,0.5936,2,Aprovado
Lucas Souza,Ciências,6º Fundamental,6,0.22,0.53,0.88,0.5,0.5465,0.5526,0.357,0.4685,0.0,0.3077,0.5889,1,Recuperação
Lucas Souza,Educação Física,6º Fundamental,6,0.76,0.83,0.34,0.79,0.6815,0.5526,-0.12,0.3957,0.0,0.3077,0.6015,2,Aprovado
Lucas Souza,Filosofia,6º Fundamental,6,0.61,0.31,0.54,0.64,0.5265,0.5526,0.096,0.2587,0.0,0.3077,0.583,1,Recuperação
Lucas Souza,Física,6º Fundamental,6,0.84,0.3,0.62,0.71,0.611,0.5526,-0.021,0.3986,0.0,0.3077,0.5865,2,Aprovado
Lucas Souza,Geografia,6º Fundamental,6,0.27,0.78,0.47,0.66,0.5645,0.5526,0.258,0.3869,0.0,0.3077,0.5968,1,Recuperação
Lucas Souza,História,6º Fundamental,6,0.61,0.66,0.25,0.28,0.4335,0.5526,-0.42,0.3723,0.0,0.3077,0.5977,0,Reprovado
Lucas Souza,Inglês,6º Fundamental,6,0.24,0.82,0.65,0.21,0.4785,0.5526,-0.078,0.5244,0.0,0.3077,0.596,0,Reprovado
Lucas Souza,Matemática,6º Fundamental,6,0.21,0.49,0.38,0.9,0.5295,0.5526,0.588,0.5084,0.0,0.3077,0.6087,1,Recuperação
Lucas Souza,Português,6º Fundamental,6,0.49,0.33,0.55,0.53,0.477,0.5526,0.102,0.1729,0.0,0.3077,0.6029,0,Reprovado
Lucas Souza,Química,6º Fundamental,6,0.92,0.59,0.48,0.72,0.6675,0.5526,-0.213,0.3275,0.0,0.3077,0.5967,2,Aprovado
